,x
9861,1.308
9862,1.101
9863,0.408
9864,0.495
9865,0.18
9866,0.246
9867,1.482
9868,1.796
9869,0.732
9870,0.492
9871,0.447
9872,0.405
9873,0.255
9874,0.468
9875,0.368
9876,0.471
9877,1.098
9878,0.332
9879,0.426
9880,0.594
9881,0.376
9882,0.734
9883,0.742
9884,0.454
9885,0.491
9886,0.84
9887,0.453
9888,0.757
9889,0.416
9890,1.515
9891,0.921
9892,0.336
9893,1.141
9894,0.44
9895,0.298
9896,0.701
9897,0.746
9898,1.561
9899,0.41
9900,0.652
9901,0.068
9902,2.755
9903,0.581
9904,0.207
9905,1.442
9906,0.216
9907,0.741
9908,0.943
9909,1.861
9910,0.525
9911,0.695
9912,0.872
9913,2.043
9914,0.887
9915,0.276
9916,0.382
9917,1.159
9918,0.514
9919,0.796
9920,0.693
9921,1.045
9922,0.474
9923,0.674
9924,0.986
9925,1.798
9926,0.544
9927,0.348
9928,0.531
9929,0.757
9930,0.405
9931,2.82
9932,0.83
9933,0.732
9934,0.429
9935,1.072
9936,1.655
9937,0.328
9938,1.637
9939,0.752
9940,0.444
9941,0.82
9942,0.389
9943,0.792
9944,0.849
9945,1.278
9946,0.644
9947,1.335
9948,0.913
9949,0.343
9950,0.516
9951,0.798
9952,1.03
9953,1.982
9954,1.29
9955,3.605
9956,0.67
9957,1.022
9958,0.346
9959,0.268
9960,1.132
9961,0.51
9962,0.78
9963,0.516
9964,0.488
9965,0.545
9966,0.524
9967,0.802
9968,0.328
9969,0.767
9970,0.575
9971,0.513
9972,0.31
9973,0.677
9974,1.695
9975,0.41
9976,0.527
9977,0.947
9978,0.88
9979,0.546
9980,0.994
9981,0.647
9982,0.371
9983,0.525
9984,0.714
9985,0.542
9986,0.544
9987,0.255
9988,0.41
9989,0.847
9990,0.281
9991,0.629
9992,0.37
9993,0.365
9994,0.463
9995,0.297
9996,0.841
9997,0.684
9998,2.31
9999,0.257
10000,0.866
10001,0.285
10002,0.437
10003,0.225
10004,0.463
10005,0.627
10006,0.351
10007,0.474
10008,1.739
10009,0.51
10010,1.366
10011,0.356
10012,0.453
10013,1.034
10014,0.428
10015,0.266
10016,0.188
10017,0.062
10018,0.55
10019,1.073
10020,0.297
10021,0.009
10022,0.128
10023,0.246
10024,0.651
10025,0.641
10026,0.313
10027,1.215
10028,0.98
10029,0.46
10030,0.782
10031,0.393
10032,0.264
10033,0.349
10034,0.626
10035,0.831
10036,0.234
10037,1.198
10038,1.168
10039,1.212
10040,0.762
10041,0.728
10042,0.214
10043,0.422
10044,0.719
10045,0.371
10046,0.705
10047,0.917
10048,0.368
10049,0.803
10050,0.863
10051,0.236
10052,0.654
10053,0.955
10054,0.292
10055,0.448
10056,0.364
10057,0.393
10058,1.617
10059,0.694
10060,1.081
10061,1.467
10062,0.359
10063,0.293
10064,0.934
10065,0.859
10066,1.039
10067,0.407
10068,1.408
10069,0.45
10070,0.375
10071,0.728
10072,0.537
10073,0.298
10074,1.247
10075,0.525
10076,1.364
10077,0.364
10078,0.407
10079,0.852
10080,0.946
10081,0.381
10082,0.635
10083,0.39
10084,0.413
10085,0.221
10086,0.605
10087,0.897
10088,0.269
10089,0.723
10090,0.622
10091,0.513
10092,0.387
10093,0.97
10094,0.441
10095,0.492
10096,1.173
10097,0.727
10098,0.521
10099,0.478
10100,0.711
10101,0.356
10102,0.585
10103,0.467
10104,1.312
10105,1.078
10106,0.705
10107,0.344
10108,0.796
10109,0.579
10110,1.243
10111,0.353
10112,1.298
10113,0.186
10114,1.984
10115,0.315
10116,0.571
10117,1.036
10118,0.33
10119,1.133
10120,0.784
10121,0.356
10122,0.589
10123,0.336
10124,0.829
10125,0.532
10126,1.121
10127,0.467
10128,1.371
10129,1.098
10130,0.328
10131,0.473
10132,0.488
10133,0.672
10134,0.408
10135,1.065
10136,0.186
10137,1.577
10138,0.478
10139,0.785
10140,0.445
10141,0.491
10142,0.65
10143,0.376
10144,0.896
10145,0.398
10146,0.303
10147,0.33
10148,0.392
10149,1.083
10150,2.718
10151,0.474
10152,0.443
10153,0.513
10154,0.796
10155,0.375
10156,0.498
10157,0.454
10158,0.797
10159,2.015
10160,0.569
10161,2.449
10162,0.37
10163,1.089
10164,0.961
10165,1.281
10166,1.065
10167,0.494
10168,1.203
10169,1.32
10170,0.854
10171,0.622
10172,0.219
10173,0.907
10174,0.913
10175,0.398
10176,0.518
10177,1.24
10178,0.654
10179,0.736
10180,0.953
10181,0.468
10182,0.392
10183,0.381
10184,0.609
10185,0.357
10186,1.042
10187,0.642
10188,0.236
10189,2.363
10190,1.744
10191,0.305
10192,1.698
10193,3.158
10194,0.736
10195,0.87
10196,0.408
10197,0.532
10198,0.861
10199,0.933
10200,0.877
10201,0.461
10202,0.303
10203,0.305
10204,0.748
10205,0.476
10206,0.47
10207,0.96
10208,0.254
10209,1.126
10210,0.341
10211,1.046
10212,0.335
10213,0.939
10214,1.112
10215,0.463
10216,1.277
10217,1.69
10218,0.344
10219,1.162
10220,0.663
10221,0.736
10222,0.184
10223,0.769
10224,0.982
10225,0.758
10226,0.259
10227,1.281
10228,0.616
10229,0.46
10230,0.509
10231,0.353
10232,1.567
10233,0.41
10234,2.072
10235,0.618
10236,1.409
10237,0.429
10238,0.603
10239,1.507
10240,0.458
10241,0.843
10242,0.48
10243,0.721
10244,0.483
10245,0.381
10246,0.537
10247,0.554
10248,0.545
10249,0.961
10250,0.792
10251,0.317
10252,0.356
10253,1.043
10254,0.593
10255,0.498
10256,0.535
10257,0.79
10258,0.351
10259,0.817
10260,0.278
10261,0.631
10262,1.15
10263,0.625
10264,1.086
10265,0.907
10266,2.021
10267,0.481
10268,1.199
10269,1.312
10270,0.186
10271,0.679
10272,0.947
10273,0.991
10274,0.705
10275,0.343
10276,1.861
10277,0.392
10278,0.893
10279,0.506
10280,0.328
10281,0.748
10282,0.327
10283,1.057
10284,0.364
10285,0.601
10286,0.389
10287,0.932
10288,0.909
10289,0.585
10290,1.079
10291,1.02
10292,0.767
10293,0.581
10294,0.665
10295,0.684
10296,0.392
10297,0.819
10298,1.67
10299,1.207
10300,0.259
10301,0.67
10302,0.632
10303,0.544
10304,1.005
10305,1.873
10306,0.627
10307,0.583
10308,0.56
10309,0.527
10310,0.348
10311,0.443
10312,0.629
10313,0.365
10314,1.739
10315,1.017
10316,1.223
10317,0.557
10318,0.716
10319,0.619
10320,0.221
10321,0.83
10322,0.46
10323,0.739
10324,1.163
10325,0.874
10326,0.425
10327,0.393
10328,0.636
10329,0.81
10330,0.375
10331,0.404
10332,0.448
10333,0.651
10334,0.422
10335,1.603
10336,0.658
10337,0.318
10338,0.443
10339,0.533
10340,0.318
10341,0.487
10342,0.857
10343,1.171
10344,1.301
10345,0.447
10346,1.483
10347,0.807
10348,0.797
10349,0.426
10350,0.578
10351,0.239
10352,1.743
10353,0.468
10354,0.66
10355,1.234
10356,0.467
10357,1.312
10358,0.502
10359,0.575
10360,0.917
10361,0.55
10362,0.933
10363,0.285
10364,0.336
10365,0.39
10366,0.36
10367,0.652
10368,0.544
10369,0.614
10370,0.532
10371,0.425
10372,0.273
10373,0.425
10374,0.642
10375,0.947
10376,0.264
10377,1.078
10378,0.677
10379,0.448
10380,0.791
10381,0.312
10382,1.015
10383,0.817
10384,0.422
10385,0.477
10386,0.295
10387,0.622
10388,0.775
10389,0.8
10390,0.955
10391,0.91
10392,0.353
10393,0.395
10394,0.674
10395,0.356
10396,0.28
10397,0.365
10398,0.542
10399,0.359
10400,0.581
10401,0.578
10402,0.285
10403,0.481
10404,0.278
10405,0.302
10406,0.303
10407,0.736
10408,0.354
10409,1.181
10410,0.554
10411,1.881
10412,0.381
10413,0.416
10414,0.54
10415,0.227
10416,0.49
10417,1.097
10418,0.444
10419,0.503
10420,0.261
10421,0.571
10422,0.536
10423,0.969
10424,1.205
10425,0.746
10426,0.702
10427,1.021
10428,0.558
10429,1.093
10430,0.61
10431,0.988
10432,0.85
10433,1.117
10434,0.89
10435,1.602
10436,0.335
10437,1.171
10438,0.341
10439,1.143
10440,1.016
10441,0.91
10442,0.589
10443,1.139
10444,0.569
10445,0.767
10446,0.967
10447,0.974
10448,1.253
10449,0.443
10450,1.311
10451,1.064
10452,0.351
10453,0.557
10454,0.315
10455,0.396
10456,0.344
10457,0.25
10458,0.273
10459,0.346
10460,0.33
10461,0.408
10462,0.615
10463,0.376
10464,0.344
10465,0.338
10466,0.308
10467,0.382
10468,0.986
10469,0.476
10470,0.373
10471,0.676
10472,0.55
10473,1.399
10474,0.281
10475,0.414
10476,0.508
10477,0.558
10478,0.778
10479,0.604
10480,0.569
10481,0.413
10482,0.302
10483,0.614
10484,0.833
10485,4.104
10486,0.454
10487,1.337
10488,0.414
10489,0.336
10490,1.248
10491,0.584
10492,0.588
10493,0.29
10494,0.843
10495,0.657
10496,0.615
10497,0.899
10498,0.541
10499,0.378
10500,0.777
10501,0.818
10502,0.365
10503,0.835
10504,1.29
10505,0.576
10506,0.501
10507,0.248
10508,0.731
10509,0.201
10510,0.435
10511,0.569
10512,1.751
10513,0.483
10514,2.387
10515,0.974
10516,2.234
10517,0.3
10518,0.84
10519,0.349
10520,0.542
10521,1.153
10522,0.656
10523,0.359
10524,1.591
10525,0.419
10526,1.456
10527,0.867
10528,0.961
10529,1.501
10530,0.495
10531,0.695
10532,0.536
10533,0.498
10534,0.938
10535,0.348
10536,0.411
10537,0.432
10538,1.467
10539,0.541
10540,0.505
10541,0.292
10542,1.101
10543,1.285
10544,1.245
10545,0.844
10546,0.525
10547,0.911
10548,0.474
10549,0.506
10550,1.679
10551,0.615
10552,0.474
10553,1.128
10554,0.411
10555,1.038
10556,0.662
10557,0.996
10558,1.411
10559,0.804
10560,0.522
10561,0.437
10562,0.608
10563,0.3
10564,0.94
10565,0.437
10566,0.371
10567,0.365
10568,0.912
10569,0.456
10570,0.461
10571,0.399
10572,2.422
10573,0.295
10574,0.528
10575,1.741
10576,0.755
10577,0.426
10578,0.605
10579,0.552
10580,0.241
10581,1.741
10582,0.273
10583,0.54
10584,0.343
10585,0.509
10586,0.271
10587,0.332
10588,0.41
10589,1.333
10590,0.508
10591,1.089
10592,0.274
10593,4.282
10594,1.04
10595,1.405
10596,0.335
10597,0.797
10598,0.779
10599,0.297
10600,1.06
10601,0.585
10602,0.503
10603,1.515
10604,1.046
10605,0.505
10606,0.44
10607,0.373
10608,0.413
10609,1.407
10610,0.813
10611,0.614
10612,0.422
10613,1.633
10614,0.862
10615,0.52
10616,0.431
10617,0.675
10618,1.339
10619,0.343
10620,0.786
10621,1.253
10622,0.431
10623,0.656
10624,1.834
10625,1.149
10626,0.848
10627,0.461
10628,0.404
10629,0.28
10630,1.692
10631,1.052
10632,0.583
10633,0.792
10634,0.398
10635,0.808
10636,0.942
10637,0.56
10638,0.759
10639,1.934
10640,0.437
10641,0.341
10642,1.201
10643,0.307
10644,0.755
10645,0.312
10646,0.735
10647,1.522
10648,0.632
10649,1.34
10650,0.371
10651,0.701
10652,0.308
10653,1.349
10654,1.317
10655,0.379
10656,0.398
10657,1.136
10658,1.57
10659,0.444
10660,0.344
10661,1.264
10662,2.062
10663,0.813
10664,0.762
10665,1.24
10666,0.753
10667,0.303
10668,1.257
10669,0.648
10670,0.453
10671,1.449
10672,0.541
10673,0.622
10674,0.949
10675,0.227
10676,1.827
10677,1.75
10678,0.48
10679,1.739
10680,0.399
10681,0.805
10682,0.847
10683,0.536
10684,0.651
10685,0.871
10686,0.506
10687,0.914
10688,0.51
10689,0.423
10690,0.401
10691,1.308
10692,0.572
10693,0.426
10694,0.763
10695,0.414
10696,0.357
10697,1.486
10698,0.978
10699,0.318
10700,0.746
10701,0.508
10702,1.799
10703,0.461
10704,0.9
10705,0.223
10706,0.629
10707,0.71
10708,0.723
10709,1.454
10710,1.488
10711,1.115
10712,0.539
10713,0.525
10714,0.931
10715,0.63
10716,0.552
10717,0.332
10718,0.46
10719,0.69
10720,0.532
10721,0.858
10722,1.053
10723,1.03
10724,0.257
10725,1.303
10726,0.709
10727,0.378
10728,0.477
10729,0.889
10730,3.726
10731,0.364
10732,1.021
10733,0.595
10734,0.333
10735,0.94
10736,0.98
10737,0.255
10738,0.753
10739,1.541
10740,0.973
10741,0.432
10742,0.778
10743,0.494
10744,3.928
10745,0.841
10746,1.102
10747,1.325
10748,1.701
10749,0.56
10750,0.476
10751,0.645
10752,0.637
10753,0.31
10754,1.226
10755,0.293
10756,0.698
10757,0.637
10758,2.156
10759,0.464
10760,0.488
10761,0.704
10762,0.701
10763,0.532
10764,1.124
10765,0.979
10766,1.256
10767,0.392
10768,0.257
10769,1.913
10770,1.503
10771,0.78
10772,1.75
10773,1.136
10774,0.434
10775,0.837
10776,0.662
10777,0.441
10778,0.803
10779,0.711
10780,0.431
10781,0.561
10782,0.975
10783,0.44
10784,0.872
10785,0.833
10786,0.911
10787,1.401
10788,2.491
10789,0.986
10790,0.98
10791,1.254
10792,1.49
10793,1.367
10794,0.846
10795,2.212
10796,1.136
10797,0.68
10798,0.786
10799,0.395
10800,1.131
10801,0.461
10802,0.432
10803,0.384
10804,0.432
10805,0.435
10806,0.606
10807,1.936
10808,1.058
10809,1.05
10810,1.083
10811,0.295
10812,0.625
10813,0.295
10814,0.618
10815,0.891
10816,0.49
10817,0.533
10818,0.414
10819,0.59
10820,0.778
10821,1.491
10822,0.729
10823,1.734
10824,1.177
10825,1.167
10826,1.103
10827,0.699
10828,0.332
10829,0.483
10830,0.733
10831,0.293
10832,0.239
10833,0.307
10834,1.82
10835,1.227
10836,2.328
10837,0.434
10838,0.799
10839,0.395
10840,0.451
10841,0.974
10842,0.635
10843,0.343
10844,0.457
10845,1.511
10846,1.217
10847,0.315
10848,2.617
10849,1.306
10850,1.108
10851,0.545
10852,1.28
10853,1.386
10854,0.429
10855,0.458
10856,1.062
10857,0.804
10858,0.441
10859,0.874
10860,0.778
10861,1.537
10862,0.343
10863,0.974
10864,0.714
10865,0.97
10866,1.17
10867,0.077
10868,0.699
10869,1.317
10870,2.012
10871,1.385
10872,1.054
10873,1.883
10874,1.087
10875,1.244
10876,0.701
10877,0.937
10878,1.826
10879,2.024
10880,1.414
10881,0.618
10882,0.297
10883,0.865
10884,0.866
10885,0.477
10886,1.273
10887,1.728
10888,0.508
10889,0.723
10890,0.443
10891,0.343
10892,0.298
10893,0.435
10894,0.548
10895,1.365
10896,1.209
10897,1.189
10898,0.665
10899,0.561
10900,0.371
10901,1.605
10902,0.278
10903,0.312
10904,0.422
10905,0.453
10906,1.111
10907,0.402
10908,1.234
10909,0.503
10910,0.581
10911,2.034
10912,0.688
10913,0.841
10914,1.22
10915,0.624
10916,0.781
10917,0.476
10918,0.678
10919,1.098
10920,0.522
10921,1.241
10922,0.609
10923,0.77
10924,0.801
10925,2.113
10926,0.41
10927,0.764
10928,1.017
10929,1.259
10930,0.491
10931,0.996
10932,0.99
10933,0.578
10934,0.307
10935,1.683
10936,0.929
10937,1.098
10938,0.69
10939,0.395
10940,0.524
10941,0.495
10942,0.463
10943,2.062
10944,0.785
10945,2.609
10946,0.408
10947,0.122
10948,0.357
10949,0.8
10950,0.444
10951,1.119
10952,0.865
10953,1.358
10954,0.735
10955,0.508
10956,1.114
10957,0.541
10958,0.69
10959,0.848
10960,0.996
10961,0.759
10962,0.444
10963,0.307
10964,0.389
10965,0.356
10966,0.549
10967,0.402
10968,0.481
10969,0.76
10970,0.104
10971,0.305
10972,2.558
10973,0.236
10974,0.379
10975,0.444
10976,0.349
10977,0.513
10978,0.259
10979,0.545
10980,0.921
10981,0.25
10982,1.135
10983,0.549
10984,0.376
10985,0.531
10986,1.02
10987,1.325
10988,0.553
10989,0.382
10990,0.674
10991,0.663
10992,0.425
10993,0.826
10994,1.197
10995,0.669
10996,0.197
10997,1.197
10998,0.528
10999,0.556
11000,0.829
11001,0.41
11002,0.816
11003,0.239
11004,1.678
11005,0.376
11006,0.498
11007,0.713
11008,0.589
11009,0.422
11010,1.223
11011,0.847
11012,0.522
11013,0.637
11014,0.318
11015,0.44
11016,0.585
11017,1.025
11018,1.598
11019,1.159
11020,1.502
11021,0.348
11022,0.341
11023,0.428
11024,0.832
11025,1.578
11026,0.599
11027,0.402
11028,1.199
11029,0.664
11030,0.761
11031,0.793
11032,0.387
11033,0.815
11034,0.552
11035,0.514
11036,0.621
11037,1.23
11038,0.828
11039,1.325
11040,0.59
11041,0.365
11042,1.203
11043,0.647
11044,0.895
11045,2.349
11046,0.932
11047,1.865
11048,0.566
11049,0.804
11050,0.695
11051,0.966
11052,0.802
11053,0.218
11054,0.75
11055,0.29
11056,1.144
11057,0.583
11058,0.8
11059,0.806
11060,0.999
11061,0.499
11062,1.169
11063,1.007
11064,0.353
11065,1.132
11066,0.384
11067,0.243
11068,0.753
11069,0.643
11070,0.416
11071,0.619
11072,0.537
11073,0.792
11074,0.947
11075,0.411
11076,1.998
11077,1.107
11078,0.923
11079,1.854
11080,0.958
11081,0.435
11082,0.908
11083,0.589
11084,0.575
11085,1.22
11086,0.407
11087,0.393
11088,0.428
11089,0.709
11090,0.322
11091,0.631
11092,0.362
11093,1.024
11094,1.219
11095,1.687
11096,0.563
11097,0.378
11098,1.247
11099,0.554
11100,0.376
11101,1.465
11102,2.486
11103,0.399
11104,0.895
11105,0.317
11106,1.523
11107,0.61
11108,0.477
11109,1.538
11110,0.589
11111,2.02
11112,0.341
11113,0.473
11114,0.529
11115,0.312
11116,0.529
11117,0.37
11118,0.906
11119,1.046
11120,0.234
11121,0.583
11122,0.463
11123,0.148
11124,0.451
11125,1.067
11126,0.505
11127,0.353
11128,1.14
11129,1.41
11130,0.268
11131,0.811
11132,0.312
11133,1.552
11134,0.485
11135,0.346
11136,0.566
11137,0.678
11138,1.907
11139,0.986
11140,1.092
11141,1.098
11142,1.167
11143,0.485
11144,0.869
11145,0.969
11146,1.028
11147,0.621
11148,0.854
11149,1.729
11150,1.257
11151,0.699
11152,0.989
11153,0.517
11154,0.365
11155,0.426
11156,1.547
11157,0.499
11158,0.705
11159,1.024
11160,0.441
11161,0.618
11162,0.269
11163,0.552
11164,0.877
11165,0.392
11166,0.357
11167,1.403
11168,0.49
11169,0.73
11170,0.625
11171,2.091
11172,0.877
11173,0.578
11174,0.633
11175,1.152
11176,0.516
11177,1.608
11178,1.112
11179,0.545
11180,0.696
11181,0.417
11182,0.545
11183,0.912
11184,0.336
11185,1.027
11186,1.049
11187,0.88
11188,0.481
11189,0.827
11190,0.458
11191,0.562
11192,0.285
11193,0.57
11194,0.575
11195,0.816
11196,1.226
11197,0.707
11198,0.422
11199,0.734
11200,0.79
11201,0.468
11202,1.252
11203,1.067
11204,1.266
11205,0.264
11206,0.31
11207,0.264
11208,0.901
11209,0.322
11210,0.33
11211,0.458
11212,0.712
11213,0.473
11214,1.228
11215,0.364
11216,0.42
11217,0.546
11218,0.657
11219,0.68
11220,0.434
11221,0.625
11222,0.529
11223,0.84
11224,2.848
11225,0.615
11226,0.693
11227,0.431
11228,0.584
11229,1.296
11230,1.223
11231,0.367
11232,0.399
11233,0.517
11234,1.113
11235,0.241
11236,0.513
11237,1.068
11238,0.476
11239,0.687
11240,0.399
11241,2.726
11242,0.552
11243,1.034
11244,0.34
11245,1.468
11246,0.867
11247,0.563
11248,0.756
11249,1.899
11250,1.015
11251,0.501
11252,0.705
11253,0.742
11254,3.045
11255,0.478
11256,1.542
11257,1.214
11258,0.99
11259,1.117
11260,0.529
11261,0.188
11262,0.381
11263,0.692
11264,0.392
11265,1.419
11266,0.21
11267,0.795
11268,0.443
11269,0.461
11270,0.456
11271,0.562
11272,0.494
11273,1.089
11274,0.769
11275,0.973
11276,0.269
11277,1.311
11278,0.599
11279,0.531
11280,0.464
11281,1.537
11282,0.864
11283,1.773
11284,0.45
11285,1.363
11286,0.533
11287,0.644
11288,1.269
11289,0.586
11290,0.859
11291,0.255
11292,0.727
11293,0.351
11294,1.615
11295,1.548
11296,0.584
11297,0.303
11298,0.285
11299,1.767
11300,0.647
11301,0.662
11302,0.723
11303,1.114
11304,0.471
11305,0.771
11306,1.271
11307,0.458
11308,0.48
11309,0.719
11310,0.39
11311,0.741
11312,1.513
11313,0.531
11314,0.809
11315,0.464
11316,0.698
11317,0.764
11318,0.266
11319,1.031
11320,0.281
11321,0.916
11322,0.593
11323,0.364
11324,0.426
11325,0.558
11326,0.379
11327,1.427
11328,0.541
11329,1.606
11330,0.471
11331,0.583
11332,0.73
11333,0.566
11334,1.745
11335,0.434
11336,0.494
11337,0.239
11338,0.637
11339,0.975
11340,1.185
11341,0.428
11342,1.329
11343,1.234
11344,0.758
11345,0.332
11346,0.399
11347,0.565
11348,1.043
11349,1.012
11350,0.232
11351,0.292
11352,0.74
11353,1.24
11354,2.225
11355,0.288
11356,0.34
11357,0.565
11358,0.057
11359,0.232
11360,1.74
11361,0.14
11362,1.364
11363,0.642
11364,0.481
11365,1.741
11366,1.436
11367,0.395
11368,0.895
11369,0.558
11370,0.357
11371,0.703
11372,1.596
11373,0.364
11374,2.064
11375,1.179
11376,0.411
11377,0.375
11378,0.533
11379,0.297
11380,0.451
11381,0.408
11382,0.536
11383,0.325
11384,0.897
11385,0.693
11386,0.3
11387,1.017
11388,0.437
11389,0.663
11390,0.456
11391,0.873
11392,0.514
11393,0.184
11394,0.581
11395,0.595
11396,0.171
11397,2.003
11398,0.742
11399,1.204
11400,0.796
11401,0.748
11402,1.534
11403,0.975
11404,0.675
11405,0.877
11406,0.75
11407,0.656
11408,0.763
11409,0.705
11410,0.097
11411,0.392
11412,0.429
11413,0.625
11414,0.631
11415,0.437
11416,0.902
11417,0.78
11418,0.32
11419,0.257
11420,0.584
11421,0.545
11422,0.744
11423,0.399
11424,0.393
11425,1.292
11426,1.271
11427,1.271
11428,0.325
11429,0.987
11430,0.909
11431,0.957
11432,0.821
11433,0.487
11434,0.46
11435,0.624
11436,1.046
11437,0.645
11438,1.641
11439,0.328
11440,0.599
11441,1.019
11442,1.076
11443,0.497
11444,2.264
11445,0.974
11446,0.248
11447,0.978
11448,1.449
11449,0.729
11450,1.509
11451,0.598
11452,0.461
11453,0.437
11454,0.364
11455,1.206
11456,0.288
11457,0.746
11458,1.428
11459,0.259
11460,0.379
11461,0.777
11462,0.437
11463,1.156
11464,1.389
11465,0.747
11466,0.379
11467,1.09
11468,0.395
11469,1.977
11470,0.943
11471,0.632
11472,0.351
11473,3.015
11474,0.484
11475,1.416
11476,0.411
11477,1.051
11478,0.485
11479,0.365
11480,0.384
11481,1.075
11482,0.909
11483,1.569
11484,0.694
11485,0.357
11486,0.606
11487,0.76
11488,1.81
11489,0.375
11490,0.897
11491,0.382
11492,0.773
11493,1.794
11494,0.48
11495,0.535
11496,0.411
11497,0.629
11498,0.951
11499,0.509
11500,0.889
11501,2.306
11502,0.349
11503,0.741
11504,1.078
11505,1.017
11506,1.541
11507,0.864
11508,0.454
11509,0.977
11510,0.58
11511,0.445
11512,0.444
11513,0.49
11514,0.627
11515,1.454
11516,0.922
11517,0.61
11518,0.548
11519,0.878
11520,0.308
11521,0.742
11522,0.246
11523,1.383
11524,0.595
11525,1.583
11526,0.809
11527,0.776
11528,0.525
11529,1.292
11530,0.398
11531,0.381
11532,0.627
11533,0.525
11534,0.771
11535,0.779
11536,0.548
11537,0.906
11538,1.678
11539,0.238
11540,1.083
11541,1.592
11542,0.248
11543,0.829
11544,0.797
11545,1.339
11546,0.687
11547,0.453
11548,0.714
11549,0.575
11550,1.054
11551,1.066
11552,0.713
11553,0.531
11554,0.522
11555,0.503
11556,0.283
11557,0.54
11558,0.643
11559,1.025
11560,0.422
11561,1.293
11562,0.422
11563,0.82
11564,0.356
11565,1.332
11566,0.852
11567,0.346
11568,1.362
11569,0.872
11570,0.411
11571,0.387
11572,0.996
11573,0.927
11574,1.709
11575,1.092
11576,0.473
11577,0.365
11578,0.411
11579,1.805
11580,0.246
11581,0.405
11582,0.357
11583,0.255
11584,0.645
11585,1.054
11586,1.444
11587,1.303
11588,0.774
11589,0.614
11590,2.047
11591,0.407
11592,1.441
11593,1.098
11594,2.265
11595,0.295
11596,0.368
11597,0.441
11598,1.103
11599,0.483
11600,0.367
11601,0.703
11602,0.62
11603,0.495
11604,0.907
11605,1.874
11606,0.188
11607,0.454
11608,0.656
11609,0.246
11610,0.484
11611,0.703
11612,1.822
11613,0.737
11614,0.6
11615,1.001
11616,1.411
11617,0.34
11618,1.319
11619,1.237
11620,0.447
11621,0.368
11622,0.416
11623,0.548
11624,1.3
11625,0.274
11626,0.584
11627,0.501
11628,0.99
11629,0.241
11630,0.847
11631,0.341
11632,0.83
11633,0.57
11634,0.483
11635,1.031
11636,0.426
11637,1.23
11638,0.303
11639,2.311
11640,0.883
11641,1.247
11642,0.414
11643,1.361
11644,0.641
11645,0.849
11646,0.384
11647,1.3
11648,1.688
11649,0.33
11650,0.55
11651,0.333
11652,0.169
11653,0.307
11654,0.513
11655,0.885
11656,0.62
11657,0.357
11658,2.015
11659,0.351
11660,1.076
11661,0.25
11662,0.332
11663,0.535
11664,0.389
11665,1.034
11666,1.112
11667,3.101
11668,0.657
11669,0.451
11670,0.639
11671,0.809
11672,1.057
11673,0.649
11674,1.054
11675,1.061
11676,0.516
11677,0.497
11678,0.419
11679,0.368
11680,0.824
11681,0.995
11682,0.501
11683,0.585
11684,0.61
11685,0.969
11686,0.561
11687,1.149
11688,1.279
11689,0.364
11690,0.873
11691,0.769
11692,1.492
11693,0.644
11694,1.12
11695,1.049
11696,0.508
11697,0.485
11698,1.061
11699,2.176
11700,0.312
11701,0.839
11702,0.933
11703,0.328
11704,0.632
11705,0.419
11706,0.557
11707,0.114
11708,0.243
11709,0.478
11710,0.483
11711,1.7
11712,1.415
11713,1.138
11714,0.685
11715,0.477
11716,0.737
11717,1.207
11718,0.474
11719,0.569
11720,0.37
11721,0.323
11722,1.582
11723,0.359
11724,1.142
11725,0.338
11726,0.777
11727,0.41
11728,0.28
11729,1.463
11730,0.572
11731,0.847
11732,0.683
11733,0.508
11734,0.487
11735,1.858
11736,0.828
11737,0.851
11738,1.551
11739,1.423
11740,0.399
11741,0.8
11742,0.566
11743,1.69
11744,0.444
11745,0.769
11746,0.831
11747,0.831
11748,0.65
11749,1.08
11750,0.762
11751,0.8
11752,0.558
11753,1.288
11754,0.664
11755,1.012
11756,0.219
11757,0.642
11758,0.707
11759,0.548
11760,0.541
11761,1.167
11762,0.423
11763,0.491
11764,2.109
11765,0.668
11766,0.333
11767,2.05
11768,1.149
11769,0.392
11770,1.327
11771,0.521
11772,1.591
11773,0.917
11774,0.371
11775,0.982
11776,0.425
11777,0.509
11778,0.476
11779,1.354
11780,0.776
11781,0.476
11782,0.437
11783,0.615
11784,1.218
11785,0.792
11786,1.007
11787,0.654
11788,1.684
11789,0.716
11790,1.304
11791,1.456
11792,2.123
11793,0.529
11794,1.087
11795,0.509
11796,1.127
11797,0.734
11798,0.859
11799,1.53
11800,0.701
11801,0.518
11802,0.305
11803,0.89
11804,1.954
11805,0.448
11806,0.255
11807,0.488
11808,0.335
11809,1.536
11810,0.829
11811,0.549
11812,0.915
11813,1.583
11814,0.483
11815,0.904
11816,1.356
11817,1.37
11818,0.811
11819,0.611
11820,0.631
11821,0.437
11822,0.323
11823,0.584
11824,0.544
11825,0.292
11826,1.478
11827,0.553
11828,0.487
11829,0.958
11830,1.37
11831,0.541
11832,0.405
11833,0.307
11834,1.133
11835,0.536
11836,0.675
11837,2.119
11838,0.624
11839,0.572
11840,0.872
11841,0.82
11842,0.516
11843,0.428
11844,0.468
11845,1.026
11846,1.586
11847,0.57
11848,0.428
11849,0.863
11850,0.402
11851,1.104
11852,0.74
11853,0.733
11854,0.595
11855,0.633
11856,0.979
11857,0.603
11858,1.606
11859,0.411
